Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Engagement_Score,Average_Marks,Risk_Level
20,99,2,2,0,8,75,2,1,2,1,0,0,0,2,0,2,0,0,70,59.5,72.5,Low Risk
27,89,2,2,0,7,65,2,1,1,2,2,1,1,3,0,1,2,0,70,58.0,67.5,Low Risk
23,73,0,2,1,9,75,2,1,0,0,0,0,2,3,0,1,1,0,68,48.0,71.5,Low Risk
18,73,2,0,0,8,53,2,0,1,1,0,1,1,3,0,2,1,1,64,45.5,58.5,Low Risk
25,78,2,2,0,7,86,2,1,1,2,2,1,0,3,0,2,1,0,68,51.5,77.0,Low Risk
3,85,1,0,0,8,73,1,1,2,1,2,0,1,3,0,1,2,1,62,44.0,67.5,Low Risk
10,68,1,2,0,6,96,1,1,1,0,2,1,1,3,0,0,1,1,61,39.0,78.5,Low Risk
18,94,0,2,1,7,56,1,0,1,1,2,1,2,3,0,2,2,1,69,56.0,62.5,Low Risk
13,70,2,2,1,7,100,2,1,3,1,2,1,1,3,0,1,2,1,65,41.5,82.5,Low Risk
12,75,2,0,1,6,98,2,1,2,1,2,1,1,2,0,0,0,1,65,43.5,81.5,Low Risk
27,95,2,0,0,7,81,1,1,3,1,2,1,1,2,0,1,1,1,72,61.0,76.5,Low Risk
17,87,2,2,1,7,91,0,1,3,1,0,1,2,3,1,0,2,0,70,52.0,80.5,Low Risk
22,74,2,0,1,10,51,2,0,1,2,2,0,0,4,0,1,2,1,65,48.0,58.0,Low Risk
20,87,2,2,0,7,99,2,1,3,1,2,1,0,3,0,1,2,1,69,53.5,84.0,Low Risk
23,61,0,1,1,6,73,2,1,1,2,2,1,2,3,0,0,2,1,65,42.0,69.0,Low Risk
20,89,1,2,1,7,95,1,1,3,1,2,0,1,2,0,1,2,1,69,54.5,82.0,Low Risk
12,79,1,2,1,9,69,2,1,2,1,0,1,1,3,0,2,2,1,65,45.5,67.0,Low Risk
26,93,2,0,1,9,89,2,1,0,1,2,1,1,3,0,0,1,1,72,59.5,80.5,Low Risk
17,98,0,1,1,10,71,2,1,0,1,0,0,2,3,0,2,1,0,70,57.5,70.5,Low Risk
11,97,2,2,1,7,68,1,1,0,1,2,0,0,2,0,1,1,0,64,54.0,66.0,Low Risk
17,96,2,1,0,8,97,1,1,0,2,2,1,0,3,0,1,2,0,67,56.5,82.0,Low Risk
29,80,2,1,0,5,85,0,1,0,0,0,1,1,2,0,1,1,1,69,54.5,77.0,Low Risk
25,74,1,2,1,6,92,1,1,4,2,2,0,2,3,0,2,2,1,70,49.5,81.0,Low Risk
18,79,2,2,1,5,77,1,1,1,1,0,1,1,3,0,1,2,1,65,48.5,71.0,Low Risk
18,88,0,0,1,8,96,1,1,1,1,2,1,2,3,0,1,0,0,69,53.0,82.5,Low Risk
18,95,0,2,1,7,87,0,1,5,2,2,1,1,2,0,0,2,1,74,56.5,80.5,Low Risk
32,68,1,2,1,7,54,2,1,1,1,2,0,1,1,0,2,2,1,66,50.0,60.0,Low Risk
22,97,2,2,1,6,88,0,1,1,1,1,0,2,4,0,0,2,1,72,59.5,80.0,Low Risk
26,99,1,0,1,4,91,0,1,2,0,1,1,1,4,0,2,1,0,75,62.5,83.0,Low Risk
21,95,2,1,1,7,67,2,1,3,2,2,1,2,2,0,0,0,0,70,58.0,68.5,Low Risk
18,71,1,1,0,7,80,2,1,1,2,1,1,1,4,0,2,1,0,63,44.5,71.5,Low Risk
19,64,2,2,0,4,87,0,1,2,2,2,0,2,4,0,1,1,1,65,41.5,76.0,Low Risk
20,64,2,0,0,8,82,2,1,3,2,1,1,0,3,0,1,1,0,64,42.0,73.0,Low Risk
20,72,2,0,0,7,84,1,1,2,2,0,1,0,2,0,1,1,0,65,46.0,74.5,Low Risk
24,85,2,2,1,8,95,2,1,2,2,2,1,0,4,0,1,2,0,70,54.5,82.5,Low Risk
20,92,2,1,0,10,69,2,1,0,1,2,1,2,2,0,2,0,1,67,56.0,68.0,Low Risk
24,96,2,2,1,7,77,1,0,0,1,2,1,0,2,1,1,2,0,67,60.0,72.0,Low Risk
20,85,2,0,0,8,59,2,1,1,2,2,1,2,3,0,2,0,0,68,52.5,63.5,Low Risk
20,60,2,2,0,9,73,0,1,4,2,2,1,0,4,0,0,2,1,65,40.0,69.0,Low Risk
8,67,0,2,1,8,58,1,1,2,2,2,1,2,1,0,2,1,0,61,37.5,59.5,Low Risk
25,64,2,1,1,6,82,1,1,2,1,2,1,0,3,0,1,1,0,63,44.5,72.5,Low Risk
22,75,2,1,1,5,66,1,1,2,1,2,1,2,2,0,1,0,1,80,48.5,73.0,Low Risk
26,80,2,2,1,8,93,2,1,2,1,1,1,1,1,0,2,1,1,69,53.0,81.0,Low Risk
3,62,2,1,0,6,67,2,1,1,1,2,1,0,3,0,1,2,1,55,32.5,61.0,Low Risk
33,74,2,2,0,9,64,2,1,2,2,2,0,1,4,0,2,2,0,70,53.5,67.0,Low Risk
19,67,2,2,1,6,75,0,1,1,1,2,1,1,3,0,0,2,0,65,43.0,70.0,Low Risk
27,86,1,2,1,7,59,1,1,1,2,2,1,1,3,0,1,2,1,68,56.5,63.5,Low Risk
14,79,2,1,1,5,60,2,1,3,1,2,1,0,5,0,1,2,1,64,46.5,62.0,Low Risk
24,80,2,2,0,6,89,2,1,1,1,0,1,1,3,0,0,2,1,69,52.0,79.0,Low Risk
14,77,1,0,0,6,75,2,1,1,2,0,1,1,4,1,1,2,0,89,45.5,82.0,Low Risk
16,98,2,1,1,6,60,2,1,1,2,2,0,2,3,0,1,0,1,67,57.0,63.5,Low Risk
31,69,2,2,0,7,52,2,0,2,0,1,1,1,5,0,0,0,1,92,50.0,72.0,Low Risk
19,81,0,0,0,6,73,1,0,1,1,0,0,2,3,0,1,2,0,67,50.0,70.0,Low Risk
21,89,1,2,1,10,87,1,1,3,2,2,1,2,3,0,0,2,1,70,55.0,78.5,Low Risk
25,82,0,1,0,8,68,2,1,1,1,0,1,1,3,0,0,2,1,68,53.5,68.0,Low Risk
23,97,2,1,1,9,62,2,1,0,1,2,0,2,2,0,2,2,1,70,60.0,66.0,Low Risk
21,75,2,2,1,7,70,1,1,3,2,2,1,2,4,1,2,2,1,67,48.0,68.5,Low Risk
22,79,2,2,1,7,98,0,1,0,0,2,1,1,3,0,1,2,1,69,50.5,83.5,Low Risk
34,64,2,2,0,6,71,0,1,0,1,0,0,0,4,0,1,2,0,67,49.0,69.0,Low Risk
20,84,0,0,1,10,63,2,1,0,1,2,0,2,4,0,1,2,0,69,52.0,66.0,Low Risk
21,72,2,0,0,7,78,1,0,0,0,2,1,1,1,1,1,2,0,63,46.5,70.5,Low Risk
27,82,2,0,0,6,51,1,1,1,1,2,1,0,3,0,1,1,1,66,54.5,58.5,Low Risk
27,81,2,2,0,8,78,2,1,0,2,2,1,2,3,0,1,1,1,68,54.0,73.0,Low Risk
24,63,2,2,1,9,92,2,1,4,2,2,0,2,4,0,2,2,1,69,43.5,80.5,Low Risk
13,88,0,1,1,9,61,1,1,4,2,2,0,0,3,0,1,2,0,66,50.5,63.5,Low Risk
30,85,2,2,1,6,96,1,1,1,2,2,0,1,4,0,1,2,0,72,57.5,84.0,Low Risk
13,68,1,2,1,6,79,2,1,1,0,2,0,0,3,0,0,2,1,62,40.5,70.5,Low Risk
22,79,2,2,0,9,76,2,1,1,1,2,0,2,2,0,1,2,1,67,50.5,71.5,Low Risk
15,89,0,1,0,10,98,1,1,0,1,2,0,2,2,0,0,2,1,67,52.0,82.5,Low Risk
20,81,0,0,1,7,56,1,0,1,2,2,0,2,3,0,1,2,1,67,50.5,61.5,Low Risk
22,76,2,1,0,9,87,1,1,2,1,0,1,1,3,1,0,2,0,65,49.0,76.0,Low Risk
22,73,0,1,0,5,91,2,1,1,2,2,1,2,3,0,2,1,1,67,47.5,79.0,Low Risk
23,84,1,1,0,6,74,2,0,3,1,2,1,2,1,0,1,2,0,66,53.5,70.0,Low Risk
30,98,1,1,1,5,50,0,1,0,1,0,1,0,2,0,0,2,1,70,64.0,60.0,Low Risk
23,87,1,0,0,8,76,2,1,2,0,2,1,2,5,1,2,2,0,71,55.0,73.5,Low Risk
19,63,1,0,1,7,58,2,1,2,1,0,0,1,3,0,2,2,0,64,41.0,61.0,Low Risk
26,78,1,0,1,7,78,1,1,4,2,2,0,1,4,0,1,1,0,69,52.0,73.5,Low Risk
27,96,2,0,1,9,87,1,0,0,2,0,1,2,2,0,0,1,1,72,61.5,79.5,Low Risk
13,64,2,1,1,6,77,2,1,0,1,0,1,1,4,0,1,2,1,60,38.5,68.5,Low Risk
24,100,2,1,1,7,82,1,1,1,2,0,0,2,3,0,1,1,1,71,62.0,76.5,Low Risk
24,98,2,2,1,5,55,0,1,0,2,2,1,2,3,0,1,1,1,71,61.0,63.0,Low Risk
18,63,0,0,0,9,55,2,1,2,0,0,0,2,2,0,2,2,0,66,40.5,60.5,Low Risk
28,97,2,2,0,9,93,1,1,3,2,0,1,1,3,0,1,2,0,74,62.5,83.5,Low Risk
19,75,2,2,0,8,52,0,1,0,1,2,1,0,4,0,2,1,1,64,47.0,58.0,Low Risk
21,94,2,1,1,7,64,1,1,2,2,2,0,1,2,0,1,2,1,68,57.5,66.0,Low Risk
19,77,0,1,0,6,97,1,1,4,1,2,1,0,2,0,1,2,1,66,48.0,81.5,Low Risk
20,78,2,2,0,5,73,1,1,1,1,2,1,0,3,0,0,2,0,65,49.0,69.0,Low Risk
13,85,1,0,1,7,84,2,0,0,1,2,1,1,5,0,1,1,0,64,49.0,74.0,Low Risk
11,91,2,1,0,8,61,2,1,1,0,2,0,2,3,0,2,0,1,65,51.0,63.0,Low Risk
30,61,0,0,0,10,64,1,1,4,2,2,1,2,2,0,2,1,1,69,45.5,66.5,Low Risk
14,67,2,0,0,7,82,1,1,1,2,2,1,1,3,0,1,0,0,62,40.5,72.0,Low Risk
7,74,1,0,0,9,98,0,1,3,0,1,1,1,2,0,1,1,1,63,40.5,80.5,Low Risk
16,74,0,1,0,9,79,0,1,0,0,2,1,1,4,0,2,1,0,65,45.0,72.0,Low Risk
12,79,1,0,0,6,55,2,1,1,1,0,0,1,4,0,0,0,0,62,45.5,58.5,Low Risk
30,73,1,2,0,7,68,2,1,0,1,0,1,2,2,0,2,2,1,67,51.5,67.5,Low Risk
26,64,1,0,0,6,62,1,1,1,1,2,0,2,5,0,1,1,1,64,45.0,63.0,Low Risk
16,66,2,1,0,6,63,1,1,2,2,0,1,1,3,0,0,1,1,61,41.0,62.0,Low Risk
34,61,1,2,0,9,75,2,1,1,1,2,1,1,2,0,0,0,1,65,47.5,70.0,Low Risk
26,79,0,1,0,7,66,2,1,1,0,2,1,2,5,1,1,1,1,67,52.5,66.5,Low Risk
18,98,0,1,0,7,64,2,1,0,2,2,1,2,4,0,2,1,1,70,58.0,67.0,Low Risk
5,65,2,0,1,7,98,1,1,1,1,1,0,2,3,0,1,0,1,59,35.0,78.5,Low Risk
34,98,2,0,0,7,79,2,1,1,1,2,0,1,4,0,0,2,1,75,66.0,77.0,Low Risk
12,89,1,2,1,7,63,2,1,4,1,0,1,1,2,0,0,2,1,67,50.5,65.0,Low Risk
10,85,2,2,1,6,64,1,1,1,2,2,1,0,3,0,0,2,1,64,47.5,64.0,Low Risk
26,86,2,0,1,9,91,2,1,3,0,2,1,1,3,1,1,2,0,72,56.0,81.5,Low Risk
35,93,2,2,1,6,94,2,1,5,2,2,1,1,2,1,0,2,0,76,64.0,85.0,Low Risk
28,64,2,0,1,6,84,1,1,2,2,2,0,2,2,0,2,2,1,69,46.0,76.5,Low Risk
23,80,1,2,0,7,72,1,1,0,1,0,1,0,5,0,1,2,1,65,51.5,68.5,Low Risk
24,88,0,2,0,10,88,1,1,2,0,0,1,2,1,0,2,0,0,72,56.0,80.0,Low Risk
25,83,2,0,1,6,97,1,1,0,1,1,1,1,4,0,1,2,1,69,54.0,83.0,Low Risk
25,93,0,2,0,8,58,2,1,0,0,2,0,2,4,0,1,1,0,71,59.0,64.5,Low Risk
22,63,0,2,0,7,93,0,1,0,2,2,0,1,2,0,1,0,1,64,42.5,78.5,Low Risk
21,88,0,0,1,7,92,0,1,2,2,2,1,2,3,0,2,2,0,74,54.5,83.0,Low Risk
20,81,2,0,1,8,68,2,1,0,2,2,1,1,3,0,0,2,1,68,50.5,68.0,Low Risk
15,75,2,0,1,4,65,0,1,1,1,1,0,2,4,0,2,1,0,66,45.0,65.5,Low Risk
18,74,2,2,0,6,78,0,1,0,0,2,1,2,2,0,1,1,0,65,46.0,71.5,Low Risk
10,85,0,2,1,8,64,1,1,2,0,2,1,1,3,0,2,2,0,67,47.5,65.5,Low Risk
19,96,2,2,0,7,57,0,1,0,1,2,1,2,3,0,1,2,0,69,57.5,63.0,Low Risk
14,80,0,1,1,7,98,0,1,2,1,0,0,0,2,0,1,2,1,66,47.0,82.0,Low Risk
13,93,2,0,1,8,75,2,1,1,2,2,0,2,2,0,1,2,1,69,53.0,72.0,Low Risk
21,76,2,2,1,6,74,2,1,2,2,2,0,1,3,0,1,2,1,67,48.5,70.5,Low Risk
28,64,2,2,1,9,56,2,1,1,1,1,1,0,2,0,0,2,1,64,46.0,60.0,Low Risk
26,62,0,0,0,8,75,2,1,2,2,2,1,1,2,0,0,1,1,67,44.0,71.0,Low Risk
11,62,1,0,1,7,87,0,0,3,1,0,1,2,3,0,1,0,0,61,36.5,74.0,Low Risk
14,75,2,1,1,8,62,1,1,0,0,2,1,0,2,0,1,1,0,61,44.5,61.5,Low Risk
26,73,2,2,1,9,68,0,1,4,2,2,1,1,2,0,1,0,1,68,49.5,68.0,Low Risk
14,89,1,0,0,6,59,1,1,2,1,0,1,1,5,0,2,1,1,66,51.5,62.5,Low Risk
19,90,2,2,0,8,68,1,1,0,0,2,1,0,4,0,1,1,1,66,54.5,67.0,Low Risk
14,69,1,0,0,8,62,0,1,1,2,0,0,1,2,0,1,2,1,63,41.5,62.5,Low Risk
21,71,2,2,1,7,51,2,1,3,2,0,0,1,3,0,2,1,0,66,46.0,58.5,Low Risk
12,82,0,2,1,10,77,0,1,0,2,2,1,1,4,0,0,0,0,66,47.0,71.5,Low Risk
16,66,0,2,1,7,79,0,1,0,0,0,0,1,3,0,0,2,0,66,41.0,72.5,Low Risk
22,65,2,2,1,9,66,0,1,2,2,2,1,0,4,0,1,2,1,65,43.5,65.5,Low Risk
10,98,2,2,1,6,82,2,1,2,0,2,1,2,2,0,0,1,1,69,54.0,75.5,Low Risk
23,92,2,0,0,9,52,0,1,1,0,2,0,2,2,0,1,2,0,71,57.5,61.5,Low Risk
20,67,0,0,0,6,67,0,1,1,2,0,1,2,2,1,0,2,0,66,43.5,66.5,Low Risk
23,76,2,2,1,7,57,0,1,1,2,2,1,0,3,0,1,1,0,66,49.5,61.5,Low Risk
21,74,2,0,1,6,61,1,0,0,1,2,0,2,4,0,1,2,1,65,47.5,63.0,Low Risk
28,92,1,2,0,10,69,2,1,4,1,2,1,1,4,0,1,1,0,71,60.0,70.0,Low Risk
21,80,2,0,0,7,75,0,1,3,2,0,0,1,2,0,1,0,1,69,50.5,72.0,Low Risk
17,65,1,1,1,5,55,2,1,2,1,2,1,2,3,0,1,2,0,61,41.0,58.0,Low Risk
21,90,0,2,1,7,55,0,1,1,1,0,1,1,4,0,1,2,0,70,55.5,62.5,Low Risk
23,76,2,2,0,8,84,0,1,2,0,2,1,2,4,0,0,2,0,70,49.5,77.0,Low Risk
20,71,2,2,0,7,70,0,1,0,0,0,1,0,4,0,1,2,0,65,45.5,67.5,Low Risk
20,75,2,1,1,6,59,2,1,2,2,2,1,0,1,0,2,1,1,64,47.5,61.5,Low Risk
16,80,0,0,1,9,62,1,1,0,0,2,1,1,4,0,2,2,0,68,48.0,65.0,Low Risk
16,74,1,2,1,9,86,1,1,1,1,2,0,1,2,0,1,2,0,63,45.0,74.5,Low Risk
12,70,2,0,0,5,53,2,1,2,1,2,0,2,3,0,0,2,1,63,41.0,58.0,Low Risk
30,76,2,2,1,6,75,1,1,3,0,2,1,2,3,0,0,2,0,71,53.0,73.0,Low Risk
13,61,0,1,0,7,68,1,0,1,2,2,1,1,2,0,1,2,1,58,37.0,63.0,Low Risk
16,91,2,2,1,6,91,2,1,1,2,2,1,1,2,0,1,1,0,68,53.5,79.5,Low Risk
16,67,2,0,0,8,90,0,1,1,0,1,1,1,4,0,1,2,1,65,41.5,77.5,Low Risk
25,62,2,2,0,10,84,1,1,2,1,2,1,2,3,0,0,2,0,65,43.5,74.5,Low Risk
18,86,0,1,1,6,69,1,1,2,2,0,1,2,2,0,1,2,1,68,52.0,68.5,Low Risk
27,91,1,0,1,9,82,2,1,0,1,1,1,1,1,0,1,0,1,69,59.0,75.5,Low Risk
16,93,2,2,1,5,82,1,1,5,0,2,1,2,1,0,1,2,1,71,54.5,76.5,Low Risk
22,80,1,2,0,8,67,1,1,2,1,1,0,2,2,0,2,1,1,65,51.0,66.0,Low Risk
15,68,1,2,1,6,94,1,1,0,2,0,1,1,5,0,2,2,0,64,41.5,79.0,Low Risk
33,89,1,2,0,8,99,2,1,2,0,0,0,2,4,0,0,1,1,75,61.0,87.0,Low Risk
13,88,0,2,0,4,66,1,1,1,1,0,1,2,4,0,1,2,0,67,50.5,66.5,Low Risk
22,70,2,0,1,5,90,0,1,1,2,0,1,1,3,0,0,0,0,68,46.0,79.0,Low Risk
24,96,0,0,0,8,75,1,1,1,2,2,1,2,1,0,0,1,0,72,60.0,73.5,Low Risk
22,64,2,2,0,6,73,0,1,3,2,2,1,2,4,0,2,1,0,67,43.0,70.0,Low Risk
19,99,0,2,0,7,69,2,1,1,0,2,1,2,3,0,1,2,1,72,59.0,70.5,Low Risk
19,94,2,1,1,10,65,0,1,1,1,0,1,0,3,0,2,1,1,69,56.5,67.0,Low Risk
20,88,1,1,0,7,96,1,1,0,0,0,1,2,3,0,2,1,1,68,54.0,82.0,Low Risk
19,98,2,2,1,8,87,2,1,0,2,2,0,0,6,0,1,2,1,70,58.5,78.5,Low Risk
26,89,2,2,0,6,72,0,1,1,1,2,1,1,3,1,0,2,0,69,57.5,70.5,Low Risk
33,68,2,1,1,5,88,2,1,2,1,2,1,0,1,0,0,1,1,67,50.5,77.5,Low Risk
17,78,2,2,0,7,86,2,0,0,1,1,1,1,3,0,0,2,0,63,47.5,74.5,Low Risk
12,63,2,0,0,5,63,1,1,4,1,2,0,2,2,0,1,1,1,61,37.5,62.0,Low Risk
19,76,2,0,1,6,59,2,1,1,2,2,1,1,3,0,1,2,0,66,47.5,62.5,Low Risk
35,90,0,2,1,7,92,1,0,0,1,2,0,1,4,0,1,2,1,73,62.5,82.5,Low Risk
15,75,2,0,1,7,91,0,1,0,2,0,1,1,3,0,0,1,1,67,45.0,79.0,Low Risk
30,73,0,2,1,8,100,2,1,2,0,0,1,1,2,0,1,2,0,72,51.5,86.0,Low Risk
30,84,0,2,0,8,51,1,1,1,1,2,1,2,4,1,2,0,1,69,57.0,60.0,Low Risk
17,95,1,0,0,5,77,2,1,2,2,2,1,2,4,0,1,1,0,69,56.0,73.0,Low Risk
23,62,1,0,1,6,85,2,1,1,1,2,1,0,3,1,0,1,1,63,42.5,74.0,Low Risk
30,75,2,2,1,4,79,1,1,0,2,2,1,0,4,0,1,1,1,67,52.5,73.0,Low Risk
18,66,2,2,0,6,86,2,1,0,0,2,1,2,2,0,1,1,0,63,42.0,74.5,Low Risk
19,88,2,0,1,8,57,1,0,1,2,1,0,0,4,0,0,2,1,66,53.5,61.5,Low Risk
17,64,2,2,0,9,50,2,1,2,1,0,1,2,4,0,1,1,0,62,40.5,56.0,Low Risk
14,87,2,2,1,7,55,2,1,2,1,0,0,2,4,0,2,2,1,68,50.5,61.5,Low Risk
16,71,2,0,0,9,69,2,1,1,1,2,1,1,4,0,2,2,0,65,43.5,67.0,Low Risk
13,68,1,1,1,8,66,2,1,0,2,1,1,1,4,1,0,2,1,59,40.5,62.5,Low Risk
20,97,0,2,1,7,94,0,1,1,2,2,1,0,1,0,0,1,1,72,58.5,83.0,Low Risk
15,61,2,0,1,6,54,2,1,0,0,0,0,1,2,0,2,2,1,63,38.0,58.5,Low Risk
21,78,2,2,0,4,72,2,1,1,2,0,1,1,4,0,2,2,1,68,49.5,70.0,Low Risk
11,61,2,2,1,9,98,0,1,0,2,0,1,0,2,0,1,1,1,61,36.0,79.5,Low Risk
22,79,1,2,0,7,75,1,1,1,1,0,0,1,3,0,1,2,0,65,50.5,70.0,Low Risk
25,80,2,2,1,9,57,1,1,2,1,0,1,2,3,0,1,1,0,68,52.5,62.5,Low Risk
8,73,1,2,1,6,65,0,1,1,1,2,1,1,4,0,0,1,1,61,40.5,63.0,Low Risk
27,75,2,2,1,7,51,0,1,1,2,1,1,0,2,0,2,2,1,67,51.0,59.0,Low Risk
13,87,1,2,1,6,98,1,1,0,0,0,1,2,3,1,2,1,1,66,50.0,82.0,Low Risk
30,91,2,2,1,7,78,0,1,3,2,2,0,2,2,0,2,2,1,75,60.5,76.5,Low Risk
23,81,2,2,0,7,85,1,1,0,2,2,1,2,4,0,1,2,1,68,52.0,76.5,Low Risk
16,84,1,2,0,7,75,0,1,2,2,2,1,0,3,0,1,2,0,65,50.0,70.0,Low Risk
20,68,1,2,0,6,98,0,1,0,1,0,1,0,4,0,1,2,0,64,44.0,81.0,Low Risk
20,66,1,2,1,6,83,2,1,2,1,2,0,1,3,0,0,2,1,64,43.0,73.5,Low Risk
23,70,2,0,1,9,93,2,1,0,1,0,1,1,2,1,2,1,0,67,46.5,80.0,Low Risk
14,69,2,0,1,6,93,1,0,2,1,2,0,1,0,0,1,2,1,63,41.5,78.0,Low Risk
21,81,0,2,1,4,51,2,1,0,2,2,0,2,2,0,0,1,0,67,51.0,59.0,Low Risk
12,83,0,1,1,5,64,2,1,1,0,2,0,0,2,0,2,2,0,65,47.5,64.5,Low Risk
19,98,0,1,1,7,62,0,1,1,1,0,1,1,2,0,1,2,0,70,58.5,66.0,Low Risk
15,68,2,2,1,6,50,0,1,2,0,1,1,1,3,0,1,1,1,62,41.5,56.0,Low Risk
16,86,0,2,1,7,94,2,1,2,1,0,1,1,3,0,1,1,0,69,51.0,81.5,Low Risk
27,93,2,1,1,6,66,2,1,2,2,2,1,0,3,0,0,1,0,70,60.0,68.0,Low Risk
27,82,2,2,1,9,67,1,1,1,1,0,0,1,2,0,1,1,1,68,54.5,67.5,Low Risk
24,70,2,0,0,8,55,2,1,4,1,0,1,2,4,0,2,1,0,68,47.0,61.5,Low Risk
13,71,2,2,1,10,99,2,1,0,1,2,1,1,3,0,2,2,1,64,42.0,81.5,Low Risk
18,62,1,0,1,6,91,0,0,4,1,2,0,1,1,0,1,1,1,63,40.0,77.0,Low Risk
27,72,1,1,1,7,79,2,1,2,0,0,1,2,2,0,2,1,0,68,49.5,73.5,Low Risk
21,90,0,1,1,9,89,1,1,1,1,1,1,1,2,0,1,0,0,67,55.5,78.0,Low Risk
34,62,0,1,0,8,89,1,1,3,1,2,0,1,4,0,0,1,0,68,48.0,78.5,Low Risk
22,69,2,0,1,6,83,2,1,1,1,2,1,2,2,0,0,1,0,66,45.5,74.5,Low Risk
21,88,2,2,1,8,59,1,0,2,2,2,0,0,1,0,2,2,1,67,54.5,63.0,Low Risk
18,91,0,2,0,8,86,0,1,1,2,2,1,1,4,1,1,1,1,69,54.5,77.5,Low Risk
19,88,2,0,0,6,86,2,1,4,2,2,1,2,3,1,0,1,1,70,53.5,78.0,Low Risk
24,76,2,2,0,7,77,2,1,3,2,2,0,0,4,0,2,1,0,68,50.0,72.5,Low Risk
26,66,1,2,1,9,98,2,1,2,1,2,1,1,2,0,0,2,1,66,46.0,82.0,Low Risk
15,76,2,0,1,8,81,2,1,2,1,2,0,1,4,0,2,1,0,67,45.5,74.0,Low Risk
12,83,2,2,0,6,79,2,1,1,0,1,1,1,4,0,1,1,0,65,47.5,72.0,Low Risk
9,98,2,2,0,6,92,2,1,0,2,2,1,1,5,0,1,1,1,67,53.5,79.5,Low Risk
23,63,2,2,0,8,69,0,1,2,2,1,1,0,4,1,1,2,1,63,43.0,66.0,Low Risk
13,80,1,0,1,4,66,0,1,2,1,2,1,0,2,0,1,1,0,64,46.5,65.0,Low Risk
7,73,0,2,1,6,75,2,1,3,1,2,1,1,3,0,0,2,0,64,40.0,69.5,Low Risk
22,80,1,1,0,9,79,0,1,0,2,2,0,1,3,0,0,1,0,66,51.0,72.5,Low Risk
35,61,2,0,1,7,61,1,1,2,2,2,0,2,4,1,1,2,1,68,48.0,64.5,Low Risk
20,73,0,2,1,6,84,0,1,0,2,2,1,2,3,0,1,1,1,67,46.5,75.5,Low Risk
25,93,2,0,0,5,90,1,1,1,2,2,1,2,2,0,0,2,1,72,59.0,81.0,Low Risk
20,82,2,2,1,8,79,1,1,1,1,2,1,2,4,0,1,2,1,67,51.0,73.0,Low Risk
19,78,2,2,0,7,76,0,1,2,2,1,1,1,3,0,0,1,0,66,48.5,71.0,Low Risk
26,71,0,1,0,7,65,2,1,1,1,2,1,2,3,0,0,2,0,66,48.5,65.5,Low Risk
18,72,0,0,1,8,95,2,1,1,2,2,1,0,4,0,1,1,1,67,45.0,81.0,Low Risk
22,75,2,2,0,7,88,1,1,0,1,2,0,1,3,0,2,0,1,65,48.5,76.5,Low Risk
22,93,0,2,0,7,74,1,1,2,2,0,1,0,3,0,0,0,1,70,57.5,72.0,Low Risk
16,99,1,2,1,5,83,1,1,0,1,0,0,1,4,0,2,2,0,69,57.5,76.0,Low Risk
26,78,0,0,1,5,67,1,1,1,0,0,0,0,3,0,1,1,1,69,52.0,68.0,Low Risk
19,76,0,2,1,8,53,2,1,1,2,2,1,0,4,0,0,2,0,66,47.5,59.5,Low Risk
15,94,2,1,0,8,60,2,1,2,2,2,1,1,4,0,1,0,1,66,54.5,63.0,Low Risk
23,77,0,0,1,8,54,2,1,1,1,2,1,0,3,0,0,1,0,67,50.0,60.5,Low Risk
15,82,2,0,1,6,75,2,1,1,2,1,1,2,3,0,1,2,1,67,48.5,71.0,Low Risk
20,69,2,2,1,8,81,0,1,2,2,2,1,2,4,0,1,2,1,67,44.5,74.0,Low Risk
20,90,0,0,1,6,69,2,1,2,0,0,1,1,3,0,1,2,0,72,55.0,70.5,Low Risk
27,81,2,1,1,9,77,1,1,1,2,0,1,1,4,0,0,1,0,68,54.0,72.5,Low Risk
23,92,2,1,1,6,54,0,1,3,2,2,1,2,2,1,2,2,1,70,57.5,62.0,Low Risk
20,91,2,2,1,6,88,2,1,1,1,2,1,2,4,0,1,1,1,69,55.5,78.5,Low Risk
25,69,0,1,1,7,52,0,1,1,1,2,1,2,4,0,1,1,1,65,47.0,58.5,Low Risk
28,89,0,0,0,8,82,2,1,0,2,2,1,0,3,0,2,0,1,72,58.5,77.0,Low Risk
23,92,2,0,0,7,72,2,1,0,1,2,1,1,4,0,0,0,0,69,57.5,70.5,Low Risk
20,74,2,2,1,7,59,1,1,5,0,2,1,2,4,0,1,2,0,68,47.0,63.5,Low Risk
12,67,0,0,0,6,76,0,1,1,1,2,1,0,2,0,1,1,1,62,39.5,69.0,Low Risk
14,60,2,1,1,7,89,1,1,2,2,2,1,1,3,0,1,1,1,60,37.0,74.5,Low Risk
18,78,0,2,1,7,71,1,1,3,2,2,1,1,4,0,1,1,1,67,48.0,69.0,Low Risk
16,74,0,0,1,6,68,1,1,2,2,2,1,1,4,0,0,2,1,67,45.0,67.5,Low Risk
